Artist,Title,Label,Path,Chorus_Path
Cardi B,Press,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Press - Cardi B.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Press - Cardi B.mp3.wav
Taylor Swift,The Archer,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/The Archer - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/The Archer - Taylor Swift.mp3.wav
Halsey,Nightmare,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Nightmare - Halsey.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Nightmare - Halsey.mp3.wav
Jonas Brothers,Cool,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Cool - Jonas Brothers.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Cool - Jonas Brothers.mp3.wav
Beyonce,Before I Let Go,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Before I Let Go - Beyonce.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Before I Let Go - Beyonce.mp3.wav
Carrie Underwood,Southbound,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Southbound - Carrie Underwood.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Southbound - Carrie Underwood.mp3.wav
Nicki Minaj,MEGATRON,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/MEGATRON - Nicki Minaj.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/MEGATRON - Nicki Minaj.mp3.wav
Imagine Dragons,Bad Liar,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Bad Liar - Imagine Dragons.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Bad Liar - Imagine Dragons.mp3.wav
Lil Baby,Pure Cocaine,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Pure Cocaine - Lil Baby.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Pure Cocaine - Lil Baby.mp3.wav
Billie Eilish,Wish You Were Gay,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Wish You Were Gay - Billie Eilish.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Wish You Were Gay - Billie Eilish.mp3.wav
Juice WRLD,Hear Me Calling,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Hear Me Calling - Juice WRLD.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Hear Me Calling - Juice WRLD.mp3.wav
Chris Brown,Undecided,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Undecided - Chris Brown.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Undecided - Chris Brown.mp3.wav
Juice WRLD,Empty,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Empty - Juice WRLD.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Empty - Juice WRLD.mp3.wav
Carrie Underwood,Love Wins,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Love Wins - Carrie Underwood.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Love Wins - Carrie Underwood.mp3.wav
Katy Perry,Cozy Little Christmas,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Cozy Little Christmas - Katy Perry.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Cozy Little Christmas - Katy Perry.mp3.wav
Luke Combs,She Got The Best Of Me,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/She Got The Best Of Me - Luke Combs.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/She Got The Best Of Me - Luke Combs.mp3.wav
Lil Wayne,Uproar,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Uproar - Lil Wayne.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Uproar - Lil Wayne.mp3.wav
XXXTENTACION,BAD!,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/BAD! - XXXTENTACION.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/BAD! - XXXTENTACION.mp3.wav
Ariana Grande,Imagine,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Imagine - Ariana Grande.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Imagine - Ariana Grande.mp3.wav
Camila Cabello,Consequences,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Consequences - Camila Cabello.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Consequences - Camila Cabello.mp3.wav
Juice WRLD,Armed And Dangerous,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Armed And Dangerous - Juice WRLD.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Armed And Dangerous - Juice WRLD.mp3.wav
Billie Eilish,Ocean Eyes,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Ocean Eyes - Billie Eilish.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Ocean Eyes - Billie Eilish.mp3.wav
Drake,Mob Ties,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Mob Ties - Drake.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Mob Ties - Drake.mp3.wav
Juice WRLD,All Girls Are The Same,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/All Girls Are The Same - Juice WRLD.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/All Girls Are The Same - Juice WRLD.mp3.wav
Carrie Underwood,Cry Pretty,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Cry Pretty - Carrie Underwood.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Cry Pretty - Carrie Underwood.mp3.wav
twenty one pilots,Jumpsuit,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Jumpsuit - twenty one pilots.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Jumpsuit - twenty one pilots.mp3.wav
Kanye West,All Mine,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/All Mine - Kanye West.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/All Mine - Kanye West.mp3.wav
Billie Eilish,You Should See Me In A Crown,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/You Should See Me In A Crown - Billie Eilish.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/You Should See Me In A Crown - Billie Eilish.mp3.wav
Drake,Emotionless,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Emotionless - Drake.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Emotionless - Drake.mp3.wav
Drake,Can't Take A Joke,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Can't Take A Joke - Drake.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Can't Take A Joke - Drake.mp3.wav
Meghan Trainor,No Excuses,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/No Excuses - Meghan Trainor.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/No Excuses - Meghan Trainor.mp3.wav
P!nk,Beautiful Trauma,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Beautiful Trauma - P!nk.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Beautiful Trauma - P!nk.mp3.wav
Chris Brown,Tempo,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Tempo - Chris Brown.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Tempo - Chris Brown.mp3.wav
XXXTENTACION,The Remedy For A Broken Heart (Why Am I So In Love),0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/The Remedy For A Broken Heart (Why Am I So In Love) - XXXTENTACION.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/The Remedy For A Broken Heart (Why Am I So In Love) - XXXTENTACION.mp3.wav
Post Malone,Candy Paint,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Candy Paint - Post Malone.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Candy Paint - Post Malone.mp3.wav
Taylor Swift,...Ready For It?,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/...Ready For It? - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/...Ready For It? - Taylor Swift.mp3.wav
Lil Baby,My Dawg,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/My Dawg - Lil Baby.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/My Dawg - Lil Baby.mp3.wav
Eminem,Believe,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Believe - Eminem.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Believe - Eminem.mp3.wav
Luke Combs,When It Rains It Pours,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/When It Rains It Pours - Luke Combs.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/When It Rains It Pours - Luke Combs.mp3.wav
Taylor Swift,Call It What You Want,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Call It What You Want - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Call It What You Want - Taylor Swift.mp3.wav
XXXTENTACION,Jocelyn Flores,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Jocelyn Flores - XXXTENTACION.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Jocelyn Flores - XXXTENTACION.mp3.wav
Taylor Swift,Gorgeous,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Gorgeous - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Gorgeous - Taylor Swift.mp3.wav
Chris Brown,Questions,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Questions - Chris Brown.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Questions - Chris Brown.mp3.wav
Post Malone,Go Flex,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Go Flex - Post Malone.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Go Flex - Post Malone.mp3.wav
Bruno Mars,Versace On The Floor,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Versace On The Floor - Bruno Mars.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Versace On The Floor - Bruno Mars.mp3.wav
Travis Scott,Butterfly Effect,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Butterfly Effect - Travis Scott.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Butterfly Effect - Travis Scott.mp3.wav
Rascal Flatts,Yours If You Want It,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Yours If You Want It - Rascal Flatts.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Yours If You Want It - Rascal Flatts.mp3.wav
Camila Cabello,Crying In The Club,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Crying In The Club - Camila Cabello.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Crying In The Club - Camila Cabello.mp3.wav
Chris Brown,Privacy,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Privacy - Chris Brown.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Privacy - Chris Brown.mp3.wav
Lady Gaga,The Cure,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/The Cure - Lady Gaga.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/The Cure - Lady Gaga.mp3.wav
Drake,Signs,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Signs - Drake.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Signs - Drake.mp3.wav
The Weeknd,Reminder,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Reminder - The Weeknd.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Reminder - The Weeknd.mp3.wav
Kendrick Lamar,Element.,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Element. - Kendrick Lamar.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Element. - Kendrick Lamar.mp3.wav
Lady Gaga,Million Reasons,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Million Reasons - Lady Gaga.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Million Reasons - Lady Gaga.mp3.wav
Nicki Minaj,Regret In Your Tears,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Regret In Your Tears - Nicki Minaj.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Regret In Your Tears - Nicki Minaj.mp3.wav
Ed Sheeran,Galway Girl,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Galway Girl - Ed Sheeran.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Galway Girl - Ed Sheeran.mp3.wav
Future,Draco,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Draco - Future.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Draco - Future.mp3.wav
The Weeknd,Party Monster,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Party Monster - The Weeknd.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Party Monster - The Weeknd.mp3.wav
Ed Sheeran,Dive,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Dive - Ed Sheeran.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Dive - Ed Sheeran.mp3.wav
Carrie Underwood,Dirty Laundry,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Dirty Laundry - Carrie Underwood.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Dirty Laundry - Carrie Underwood.mp3.wav
The Weeknd,Six Feet Under,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Six Feet Under - The Weeknd.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Six Feet Under - The Weeknd.mp3.wav
Kanye West,Fade,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Fade - Kanye West.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Fade - Kanye West.mp3.wav
Rihanna,Sex With Me,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Sex With Me - Rihanna.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Sex With Me - Rihanna.mp3.wav
Katy Perry,Rise,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Rise - Katy Perry.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Rise - Katy Perry.mp3.wav
Carrie Underwood,Church Bells,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Church Bells - Carrie Underwood.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Church Bells - Carrie Underwood.mp3.wav
Fetty Wap,Wake Up,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Wake Up - Fetty Wap.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Wake Up - Fetty Wap.mp3.wav
Kanye West,Famous,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Famous - Kanye West.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Famous - Kanye West.mp3.wav
Fergie,M.I.L.F. $,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/M.I.L.F. $ - Fergie.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/M.I.L.F. $ - Fergie.mp3.wav
Drake,Childs Play,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Childs Play - Drake.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Childs Play - Drake.mp3.wav
Drake,Summer Sixteen,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Summer Sixteen - Drake.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Summer Sixteen - Drake.mp3.wav
Carrie Underwood,Heartbeat,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Heartbeat - Carrie Underwood.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Heartbeat - Carrie Underwood.mp3.wav
Rascal Flatts,I Like The Sound Of That,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/I Like The Sound Of That - Rascal Flatts.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/I Like The Sound Of That - Rascal Flatts.mp3.wav
Taylor Swift,New Romantics,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/New Romantics - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/New Romantics - Taylor Swift.mp3.wav
The Weeknd,Acquainted,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Acquainted - The Weeknd.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Acquainted - The Weeknd.mp3.wav
Justin Bieber,Company,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Company - Justin Bieber.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Company - Justin Bieber.mp3.wav
Fetty Wap,Jimmy Choo,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Jimmy Choo - Fetty Wap.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Jimmy Choo - Fetty Wap.mp3.wav
Gwen Stefani,Make Me Like You,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Make Me Like You - Gwen Stefani.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Make Me Like You - Gwen Stefani.mp3.wav
Ariana Grande,Focus,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Focus - Ariana Grande.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Focus - Ariana Grande.mp3.wav
Fetty Wap,Again,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Again - Fetty Wap.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Again - Fetty Wap.mp3.wav
Justin Bieber,I'll Show You,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/I'll Show You - Justin Bieber.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/I'll Show You - Justin Bieber.mp3.wav
Gwen Stefani,Used To Love You,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Used To Love You - Gwen Stefani.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Used To Love You - Gwen Stefani.mp3.wav
